"text","label","explain"
"First","ORDINAL","""first"", ""second"", etc."
"1","CARDINAL","Numerals that do not fall under another type"
"7","DATE","Absolute or relative dates or periods"
"320 23357","DATE","Absolute or relative dates or periods"
"1","CARDINAL","Numerals that do not fall under another type"
"1","CARDINAL","Numerals that do not fall under another type"
"first","ORDINAL","""first"", ""second"", etc."
"10th","ORDINAL","""first"", ""second"", etc."
"14","CARDINAL","Numerals that do not fall under another type"
"1","CARDINAL","Numerals that do not fall under another type"
"crack_1","PERSON","People, including fictional"
"50","CARDINAL","Numerals that do not fall under another type"
"zero","CARDINAL","Numerals that do not fall under another type"
"10","CARDINAL","Numerals that do not fall under another type"
"zero","CARDINAL","Numerals that do not fall under another type"
"10","CARDINAL","Numerals that do not fall under another type"
"try_password","ORG","Companies, agencies, institutions, etc."
"2474","DATE","Absolute or relative dates or periods"
"8b","CARDINAL","Numerals that do not fall under another type"
"2","CARDINAL","Numerals that do not fall under another type"
"5.2.8","CARDINAL","Numerals that do not fall under another type"
"Appendix","GPE","Countries, cities, states"
"try_password","ORG","Companies, agencies, institutions, etc."
"3","CARDINAL","Numerals that do not fall under another type"
"two","CARDINAL","Numerals that do not fall under another type"
"try_password","ORG","Companies, agencies, institutions, etc."
"first","ORDINAL","""first"", ""second"", etc."
"five","CARDINAL","Numerals that do not fall under another type"
"2474 8","DATE","Absolute or relative dates or periods"
"zero","CARDINAL","Numerals that do not fall under another type"
"crack_1","PERSON","People, including fictional"
"two","CARDINAL","Numerals that do not fall under another type"
"crack_2","ORG","Companies, agencies, institutions, etc."
"three","CARDINAL","Numerals that do not fall under another type"
"crack_3","ORG","Companies, agencies, institutions, etc."
"crypt","PERSON","People, including fictional"
"zero","CARDINAL","Numerals that do not fall under another type"
"13","CARDINAL","Numerals that do not fall under another type"
"mungE","FAC","Buildings, airports, highways, bridges, etc."
"5.2.12","DATE","Absolute or relative dates or periods"
"h_addname","GPE","Countries, cities, states"
"Duplicate","ORG","Companies, agencies, institutions, etc."
"5.2.16","DATE","Absolute or relative dates or periods"
"5.2.17","DATE","Absolute or relative dates or periods"
"First","ORDINAL","""first"", ""second"", etc."
"Next","ORG","Companies, agencies, institutions, etc."
"IP","ORG","Companies, agencies, institutions, etc."
"try_telnet","ORG","Companies, agencies, institutions, etc."
"attack_network","ORG","Companies, agencies, institutions, etc."
"5.2.18","DATE","Absolute or relative dates or periods"
"hg","PERSON","People, including fictional"
"first","ORDINAL","""first"", ""second"", etc."
"one","CARDINAL","Numerals that do not fall under another type"
"5.2.19","DATE","Absolute or relative dates or periods"
"attack_network","ORG","Companies, agencies, institutions, etc."
"5.2.21","DATE","Absolute or relative dates or periods"
"first","ORDINAL","""first"", ""second"", etc."
"Next","ORG","Companies, agencies, institutions, etc."
"1","CARDINAL","Numerals that do not fall under another type"
"2474 10","DATE","Absolute or relative dates or periods"
"5.2.22","CARDINAL","Numerals that do not fall under another type"
"first","ORDINAL","""first"", ""second"", etc."
"5.2.23","DATE","Absolute or relative dates or periods"
"First","ORDINAL","""first"", ""second"", etc."
"FALSE","ORG","Companies, agencies, institutions, etc."
"1","CARDINAL","Numerals that do not fall under another type"
"three","CARDINAL","Numerals that do not fall under another type"
"FALSE","ORG","Companies, agencies, institutions, etc."
"5.2.24","DATE","Absolute or relative dates or periods"
"xorbuf","ORG","Companies, agencies, institutions, etc."
"vax.o","CARDINAL","Numerals that do not fall under another type"
"5.2.25","DATE","Absolute or relative dates or periods"
"23","CARDINAL","Numerals that do not fall under another type"
"1024","DATE","Absolute or relative dates or periods"
"32767","CARDINAL","Numerals that do not fall under another type"
"5.2.26","CARDINAL","Numerals that do not fall under another type"
"5.2.27","DATE","Absolute or relative dates or periods"
"less than zero","CARDINAL","Numerals that do not fall under another type"
"1","CARDINAL","Numerals that do not fall under another type"
"1","CARDINAL","Numerals that do not fall under another type"
"doit   ","PERSON","People, including fictional"
"5.2.28","DATE","Absolute or relative dates or periods"
"5.2.29","DATE","Absolute or relative dates or periods"
"ngateways","ORG","Companies, agencies, institutions, etc."
"zero","CARDINAL","Numerals that do not fall under another type"
"zero","CARDINAL","Numerals that do not fall under another type"
"5.2.30","CARDINAL","Numerals that do not fall under another type"
"Next","ORG","Companies, agencies, institutions, etc."
"first","ORDINAL","""first"", ""second"", etc."
"20","CARDINAL","Numerals that do not fall under another type"
"zero","CARDINAL","Numerals that do not fall under another type"
"IP","ORG","Companies, agencies, institutions, etc."
"second","ORDINAL","""first"", ""second"", etc."
"first","ORDINAL","""first"", ""second"", etc."
"14","CARDINAL","Numerals that do not fall under another type"
"15","CARDINAL","Numerals that do not fall under another type"
"15th","ORDINAL","""first"", ""second"", etc."
"ernie.berkeley.edu","ORG","Companies, agencies, institutions, etc."
"UDP","ORG","Companies, agencies, institutions, etc."
"5.2.32","DATE","Absolute or relative dates or periods"
"First","ORDINAL","""first"", ""second"", etc."
"Appendix","GPE","Countries, cities, states"
"5.2.33","CARDINAL","Numerals that do not fall under another type"
"TCP","ORG","Companies, agencies, institutions, etc."
"514","CARDINAL","Numerals that do not fall under another type"
"FALSE","ORG","Companies, agencies, institutions, etc."
"supports_rsh","ORG","Companies, agencies, institutions, etc."
"23","CARDINAL","Numerals that do not fall under another type"
"FALSE","ORG","Companies, agencies, institutions, etc."
"5.2.35","CARDINAL","Numerals that do not fall under another type"
"79","CARDINAL","Numerals that do not fall under another type"
"2474","DATE","Absolute or relative dates or periods"
"8b","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"5.2.36","DATE","Absolute or relative dates or periods"
"try_password","ORG","Companies, agencies, institutions, etc."
"5.2.37","DATE","Absolute or relative dates or periods"
"two","CARDINAL","Numerals that do not fall under another type"
"usr bin rsh","PERSON","People, including fictional"
"`` bin rsh","WORK_OF_ART","Titles of books, songs, etc."
"5.2.38","CARDINAL","Numerals that do not fall under another type"
"25","CARDINAL","Numerals that do not fall under another type"
"2474","DATE","Absolute or relative dates or periods"
"5.2.39","MONEY","Monetary values, including unit"
"up to 120 seconds","TIME","Times smaller than a day"
"first","ORDINAL","""first"", ""second"", etc."
"xorbuf","ORG","Companies, agencies, institutions, etc."
"Appendix","GPE","Countries, cities, states"
"2474 4","DATE","Absolute or relative dates or periods"
"5.2.40","CARDINAL","Numerals that do not fall under another type"
"xorbuf","ORG","Companies, agencies, institutions, etc."
"XORing","ORG","Companies, agencies, institutions, etc."
"first","ORDINAL","""first"", ""second"", etc."
"10","CARDINAL","Numerals that do not fall under another type"
"6","CARDINAL","Numerals that do not fall under another type"
"6.1","CARDINAL","Numerals that do not fall under another type"
"One","CARDINAL","Numerals that do not fall under another type"
"at least one","CARDINAL","Numerals that do not fall under another type"
"s","CARDINAL","Numerals that do not fall under another type"
"UDP","ORG","Companies, agencies, institutions, etc."
"nine","CARDINAL","Numerals that do not fall under another type"
"Berkeley","ORG","Companies, agencies, institutions, etc."
"Worm","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"6.2","CARDINAL","Numerals that do not fall under another type"
"more than one","CARDINAL","Numerals that do not fall under another type"
"5","CARDINAL","Numerals that do not fall under another type"
"200","CARDINAL","Numerals that do not fall under another type"
"rsh attack described","FAC","Buildings, airports, highways, bridges, etc."
"Sun","PERSON","People, including fictional"
"Sun","PERSON","People, including fictional"
"Rick Rashid","PERSON","People, including fictional"
"Carnegie Mellon University","ORG","Companies, agencies, institutions, etc."
"Robert T.  Morris","PERSON","People, including fictional"
"CMU","ORG","Companies, agencies, institutions, etc."
"year ago","DATE","Absolute or relative dates or periods"
"15","CARDINAL","Numerals that do not fall under another type"
"Morris","PERSON","People, including fictional"
"Sun","PERSON","People, including fictional"
"three","CARDINAL","Numerals that do not fall under another type"
"Shawn D. Ostermann","PERSON","People, including fictional"
"Steve J. Chapin","PERSON","People, including fictional"
"Jim N.  ","PERSON","People, including fictional"
"Griffoen","PERSON","People, including fictional"
"Sun","ORG","Companies, agencies, institutions, etc."
"3","CARDINAL","Numerals that do not fall under another type"
"under three hours","TIME","Times smaller than a day"
"Worm","EVENT","Named hurricanes, battles, wars, sports events, etc."
"Suns","ORG","Companies, agencies, institutions, etc."
"Sun","ORG","Companies, agencies, institutions, etc."
"Sun","PERSON","People, including fictional"
"Worm","LAW","Named documents made into laws."
"VAX","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"seven","CARDINAL","Numerals that do not fall under another type"
"at least one","CARDINAL","Numerals that do not fall under another type"
"s","CARDINAL","Numerals that do not fall under another type"
"s","CARDINAL","Numerals that do not fall under another type"
"Worm","EVENT","Named hurricanes, battles, wars, sports events, etc."
"Worm","LAW","Named documents made into laws."
"6.3","CARDINAL","Numerals that do not fall under another type"
"6.4","CARDINAL","Numerals that do not fall under another type"
"Specific Comments","PERSON","People, including fictional"
"120 seconds","TIME","Times smaller than a day"
